id,name,tier,finalScore,baseScore,authScore,role,seniority,status,needsManualReview,outletName,outletSlug,outletTier,outletDR,competitorBacklinks,writesForCount,writesFor,beats,credentials,certifications,certificationsVerified,education,yearsInIndustry,location,linkedin,twitter,muckrack,personalSite,authorUrl,email,emailVerified,quotedInTier1,tvAppearances,authoredBooks,industryAwards,linkedinFollowers,linkedinConnections,linkedinFetchedAt,muckrackArticleCount,hasKnowledgePanel,ownedDomain,finraBrokerCheckStatus,discoveryMethod,notes,bio
kate-leaman,Kate Leaman,A,98,74,33,Chief Market Analyst (AvaTrade) / Lead Stock Analyst (AskTraders),chief,active,,AskTraders,asktraders,T3,52,1,8,asktraders; avatrade; etoro; investing; londonlovesbusiness; investorgreg; fxempire; fool,stocks; forex; crypto; markets; etf,,,,MA Broadcast Journalism (Finance specialisation)@University of Westminster; BA Diploma Broadcast Journalism@University of Westminster,15,"London, United Kingdom",https://www.linkedin.com/in/kate-leaman-08803612/,,,,https://www.asktraders.com/our-contributors/kate-leaman/,,,,Sky News,,,,500+,2026-04-16,,,,,L5.5-direct,,"Chief Market Analyst at AvaTrade and Lead Stock Analyst at AskTraders. Won the Sky News journalism award and subsequently worked for Sky News, hosting multiple financial news shows. Ex-Head of Content at Investing.com, Director of Institutional Sales at BForex, Marketing Manager at UFX. Delivers in-depth analysis on market trends, Stocks, Forex, ETFs, Crypto, Indices and Commodities for leading global brokerage firms (AvaTrade, Exness, Dukascopy, Plus500, PrimeXBT, Huobi). Based in London."
lance-cothern,Lance Cothern,A,98,76,29,Contributor / Founder Money Manifesto,contributor,active,,Money Under 30,moneyunder30,T2,75,1,4,moneyunder30; moneymanifesto; dollarsprout; inc,personal-finance; taxes; savings; banking,CPA,CPA,n,"BBA, Accounting@James Madison University",,"Indiana, USA",https://www.linkedin.com/in/lancecothern/,https://twitter.com/money_manifesto,,https://www.moneymanifesto.com/,https://www.moneyunder30.com/author/lance-cothern,,,USA Today; Forbes; Business Insider,,,,,484,2026-04-16,,,moneymanifesto.com,,,L5.5 410 (PAGE_GONE) — Rule A recovery via LinkedIn + Money Manifesto about page. CPA verified. Cross-outlet contributor.,"Certified Public Accountant (CPA) licensed in Indiana (also holds CPA in Commonwealth of Virginia). Founder of Money Manifesto (personal finance blog, 2012). Holds a Bachelor's of Business Administration with a major in Accounting from James Madison University. Professional freelance writer in personal finance — work has appeared in USA Today, U.S. News & World Report, Forbes, Business Insider, Credit Karma, and MoneyUnder30."
jitan-solanki,Jitan Solanki,A,97,73,33,Broker Analyst (FXEmpire since May 2019); Co-Founder & CEO of Trade-Vest,contributor,active,,FXEmpire,fxempire,T2,73,2,5,fxempire; admiralmarkets; yahoo-finance; investing; fxstreet,forex; cfd; stocks; markets; trading-education,MSTA,MSTA,n,B.A. Honours Applied English Language & Linguistics@,17,"London, UK",https://www.linkedin.com/in/jitansolanki/,,https://muckrack.com/jitan-solanki,,https://www.fxempire.com/author/jitansolanski,jitansolanski@fxempire.com,y,,,,,,,,,,,,L5.5-direct + Rule A,,"Professional trader and market analyst with 17+ years trading pan-European and US equities, FX, commodities and indices. MSTA (Member of the Society of Technical Analysts). B.A. Honours Applied English Language & Linguistics. Day trades major currencies and indices during European session; swing trades US equities and commodities. Author at FXEmpire since May 2019. Co-Founder & CEO of Trade-Vest. Previously Head of Research at JTR Capital Management. Also publishes at Yahoo Finance, Investing.com, FXStreet, LondonLovesBusiness, Admiral Markets."
steve-miley,Steve Miley,A,94,72,30,Contributor / Founder Market Chartist,senior,active,,AskTraders,asktraders,T3,52,1,4,asktraders; fxstreet; stockbrokers; investing-com,forex; cfd; equity; fixed-income; trading-education,MSTA,"MSTA (Member, Society of Technical Analysts)",n,"Masters, Politics Philosophy & Economics@Oxford University (Lincoln College)",29,United Kingdom,https://www.linkedin.com/in/stevemileymarketchartist/,,,https://marketchartist.com/,https://www.asktraders.com/our-contributors/steve-miley/,,,,,,,6330,,2026-04-16,,,marketchartist.com,,,L5.5 success. Strong tier-A profile: Oxford PPE + MSTA + 29yrs + multiple industry awards. Cross-outlet network.,"29 years of financial market experience. Founder, Director and Primary Analyst at The Market Chartist (founded 2012). Academic Dean at The London School of Wealth Management. Spent 15 years at Merrill Lynch (1994-2009) as Technical Analyst + Fixed Income Derivatives Sales. Three years as Director of FX Technical Analysis Research Strategy at Credit Suisse (2009-2012), covering G10/EM currencies, Rates, Credit, Equity Indices, Commodities. Member of Society of Technical Analysts (MSTA). Masters Degree in Politics, Philosophy & Economics from Oxford University (Lincoln College). 2016 & 2013 Winner + 2014 Runner Up Best Independent Fixed Income Research & Strategy; 2012 Winner Best FX Research & Strategy; 2012-2017 Technical Analyst of the Year finalist (6 consecutive years). Contributor to A"
andres-cardenal,"Andrés Cardenal, CFA",A,93,73,27,Contributor / Investing Group Leader (Seeking Alpha),contributor,active,,Seeking Alpha,seekingalpha,T2,88,8,3,seekingalpha; fool; businessinsider,investing; stocks; tech; ai,CFA,CFA,n,,25,,,,,,https://seekingalpha.com/author/andres-cardenal-cfa,,,,,,,,,,,,,,L7,LinkedIn and Twitter not confirmed via WebSearch (Clay.earth stub found but not a clean LinkedIn URL). Preserved null rather than guessing.,"Economist with 25+ years of investment research experience for hedge funds, family offices and asset managers across the US and Latin America. CFA Charterholder. Seeking Alpha analyst since 2017 and Newsletter Editor of 'The Data Driven Investor', focused on evidence-based growth/tech stock analysis and options income ideas. Work featured in The Motley Fool and Business Insider."
brian-oconnell-kiplinger,Brian O'Connell,A,93,68,37,Contributor — Retirement & Personal Finance,contributor,active,,Kiplinger,kiplinger,T2,85,5,4,kiplinger; usnews; thestreet; annuity_org,personal-finance; retirement; investing; markets,,,,Bachelor's@University of Massachusetts,20,"Palmas del Mar, Puerto Rico / Bucks County, PA",,,,,https://www.kiplinger.com/author/brian-o-connell,,,WSJ; Forbes,CBS News; Fox News,The 401k Millionaire; CNBC's Creating Wealth,,,,,,,,,L1 + Rule A WebSearch (kiplinger.com 404 on /brian-oconnell → /brian-o-connell),,"Former Wall Street bond trader turned financial journalist with 20+ years of experience covering business news and trends. Author of two books: 'The 401k Millionaire' and 'CNBC's Creating Wealth'. Has written for TheStreet.com, CBS News, The Wall Street Journal, U.S. News & World Report, Forbes, Fox News and others. Contributing writer to U.S. News & World Report since 2016. Current Kiplinger work blends rigorous financial analysis with global-lifestyle retirement coverage. Graduate of the University of Massachusetts. Resides in Palmas del Mar, Puerto Rico (winters) and Bucks County, Pennsylvania."
david-jensen-cfa-seekingalpha,"David Jensen, CFA",A,93,73,27,"Contributor — Seeking Alpha / Principal, Jensen Strategic",contributor,active,,Seeking Alpha,seekingalpha,T2,88,8,2,seekingalpha; gold-eagle,investing; markets; equity,CFA,CFA,n,,20,,,,,https://jensendavid.substack.com/,https://seekingalpha.com/author/david-jensen-cfa,,,,,,,,,,,,true,,L7 WebSearch (seekingalpha 403) + Rule A + Substack,,"Mining analyst and precious metals expert with close to two decades of experience in the mining industry. Currently President and COO of a private mining company and provides strategic, operational, risk assessment and precious metals consulting services through Jensen Strategic. Publishes 'Jensen's Economic, Precious Metals, & Markets Newsletter' on Substack (tens of thousands of subscribers). Contributor to Seeking Alpha and Gold-Eagle covering gold, silver, palladium and structural issues in precious metals markets including LBMA dynamics."
carrie-kirby-coindesk,Carrie Kirby,A,90,69,31,Contributor — Freelance Bay Area Reporter,contributor,active,,CoinDesk,coindesk,T2,89,5,4,coindesk; sfchronicle; chicagotribune; sfmag,crypto; bitcoin; tech; personal-finance,,,,,20,"San Francisco Bay Area, California, United States",https://www.linkedin.com/in/carrie-kirby-2732775/,,,https://themilesmom.com,https://www.coindesk.com/author/carrie-kirby,,,San Francisco Chronicle; Chicago Tribune,,,,,,,,,themilesmom.com,,websearch_fallback (coindesk 403 → Rule A recovery),,"Bay Area freelance reporter with years of experience writing about technology. Helped cover the dot-com boom and bust for the San Francisco Chronicle. Now contributes to the Chronicle, Chicago Tribune, San Francisco magazine, and other publications including CoinDesk. Specialties include travel on miles and points, personal finance, saving money, and tech. Runs The Miles Mom blog focused on helping moms save money and car-free living."
sean-williams-fool,Sean Williams,A,89,65,37,Contributing analyst — The Motley Fool (Financial sector),contributor,active,,Motley Fool,fool,T1,90,3,5,fool; msn; usatoday; time; yahoo-finance,stocks; investing; finance,,,,,27,,,,https://muckrack.com/sean-williams-12,,https://www.fool.com/author/1813/,,,The Guardian; USA Today; TIME,,,,,,,15000,,,,L7 + Rule A,,"Data-driven Motley Fool contributing analyst. 27+ years investing experience; author of 15,000+ articles. Specializes in the Financial sector; covers 1,273 stocks. Syndicated at The Guardian, Business Insider, MSN, USA Today, Yahoo News, TIME. Avid fantasy-football fan per public profile."
ann-logue-thebalancemoney,Ann Logue,A,89,66,35,Contributor — Investing writer,contributor,active,,The Balance,thebalancemoney,T2,84,2,3,thebalancemoney; barrons; britannica,investing; day-trading; markets; sri,CFA; MBA,CFA,n,BA Economics@Northwestern University; MBA Finance@University of Chicago Booth School of Business,22,"Chicago, IL, USA",,,,https://annlogue.com,https://www.thebalancemoney.com/ann-logue-5196187,,,Barron's,,Day Trading for Dummies (Wiley 2007; 5e 2024); Hedge Funds for Dummies (Wiley 2006; 2e 2023); Socially Responsible Investing for Dummies (Wiley 2009); Emerging Markets for Dummies (Wiley 2010); Options Trading (Alpha 2016; 2e Penguin 2023),,,,,,y,annlogue.com,,,,"Ann C. Logue, MBA, CFA — writer specializing in business and finance with 22+ years of experience. Worked for 12 years as an investment analyst. MBA in Finance from the University of Chicago Booth School of Business; BA in Economics from Northwestern University. Former Fulbright-García Robles U.S. Studies Chair at the Universidad de Guadalajara; part-time finance instructor at the University of Illinois at Chicago. Author of five Wiley/Penguin books including Day Trading for Dummies (1e 2007, 5e 2024), Hedge Funds for Dummies, Socially Responsible Investing for Dummies, Emerging Markets for Dummies, and Options Trading. Bylines include Barron's, Entrepreneur, and InvestHedge. Writes the newsletter 'The Whatever Years' on money, caregiving, and culture for Generation X."
nick-marinoff,Nick Marinoff,A,88,63,39,Staff Writer — Bitcoin Magazine / Lead News Writer & Editor — Money & Tech,staff,active,,Bitcoin Magazine,bitcoinmagazine,T2,78,4,8,bitcoinmagazine; livebitcoinnews; moneyandtech; bitcoinist; newsbtc; 99bitcoins; decrypt; cryptoslate,crypto; bitcoin; blockchain,,,,,11,"San Francisco, USA",,,https://muckrack.com/nick-marinoff,,https://bitcoinmagazine.com/authors/nick-marinoff,,,,,[object Object],,,,,,,,,"L5.5-direct + Rule A (bio sparse on page, expanded via WebSearch)",,"Writer, author and journalist covering cryptocurrency since 2014. Currently lead news writer and editor for Money & Tech (San Francisco-based digital currency broadcasting station). Staff writer at Bitcoin Magazine (147+ posts) and Live Bitcoin News. Work published in Yahoo Finance, Nasdaq, SiliconANGLE, Bitcoinist, NewsBTC, 99 Bitcoins, Decrypt, CryptoSlate, Coin Journal, Benzinga. Published e-book ""Take a 'Loan' Off Your Shoulders: 14 Simple Tricks for Graduating Debt Free"" (Amazon)."
daniel-franke,Daniel Franke,A,88,69,28,Founder and Operator — Brokervergleich.de / Franke-Media.net,chief,active,,Brokervergleich,brokervergleich,T3,58,0,2,brokervergleich; franke-media,investing; banking; savings; personal-finance,,,,BWL (Business Administration)@University of Leipzig; BWL (Business Administration)@FernUniversität Hagen,25,Germany,,https://twitter.com/franke_media,,https://www.franke-media.net/,https://www.brokervergleich.de/ueber-uns/daniel-franke/,,,Welt; WiWo; Capital; Bild,,,,,,,,,"brokervergleich.de, franke-media.net",,L5.5-direct + Rule A,,"Founder of Brokervergleich.de (2011) and Franke-Media.net (2005). BWL (Business Administration) studies at University of Leipzig and FernUniversität Hagen. Spent years in mid-market roles including controlling and procurement before full engagement with financial products from early 2000s. Conducts comprehensive annual online broker test with 100+ criteria since 2012. Recognized as 'Top Performing Publisher' at OmfinCon 2019. Frequently quoted in German tier-1 press: Welt, WiWo, Capital, Bild, der-bank-blog, dasinvestment, capital.de, finanzbusiness."
edward-sheldon-goodmoneyguide,Edward Sheldon,A,88,70,26,Investment Writer — Good Money Guide,senior,active,,Good Money Guide,goodmoneyguide,T4,48,0,1,goodmoneyguide,investing; stocks; equity,CFA; IMC,CFA; IMC,n; n,Commerce degree@University of Melbourne,15,"London, United Kingdom",https://www.linkedin.com/in/edward-sheldon-cfa-a6a36359/,https://twitter.com/edwardsheldon7,,,https://goodmoneyguide.com/author/edwardsheldon-1/,,,,,,,,500+,2026-04-16,,,,,L5.5-direct,,"London-based investment writer with 15+ years of experience in private wealth management and institutional asset management across the UK and Australia. Sought-after investment expert whose analyses have been featured on major financial platforms including BlackRock, Credit Suisse, WisdomTree, Motley Fool, eToro and CMC Markets."
lyn-alden-modestmoney,Lyn Alden Schwartzer,A,86,64,35,"Contributor — Founder, Lyn Alden Investment Strategy",contributor,active,,Modest Money,modestmoney,T3,50,2,4,modestmoney; seekingalpha; elliottwavetrader; lynalden,investing; markets; equity; bitcoin; crypto,,,,BS Electrical Engineering@Penn State University; MSc Engineering Management@Rowan University,16,"New Jersey, United States",https://www.linkedin.com/in/lynalden/,https://x.com/LynAldenContact,,https://www.lynalden.com/,https://www.modestmoney.com/author/lynalden/,,,Seeking Alpha; ElliottWaveTrader,Bitcoin Conference (speaker),Broken Money,,,,,,y,lynalden.com,,"L7-websearch (modestmoney 403 → Rule A full recovery, Wikipedia confirmed)",,"American investment strategist, founder of Lyn Alden Investment Strategy (2016), and General Partner at Ego Death Capital since 2022. One of today's leading macro strategists, combining fundamental investing principles with a global macroeconomic perspective — focuses on currency dynamics, monetary policy, equity valuations, and digital assets. From 2009 to 2021 she was an electrical engineer and later head engineer/system integrator at the Federal Aviation Administration's Cockpit Simulation Facility before leaving to focus full-time on investment research. Known for Bitcoin analysis and advocacy; frequent Bitcoin Conference speaker."
richard-berry-goodmoneyguide,Richard Berry,A,85,68,25,Founder / Managing Director,chief,active,,Good Money Guide,goodmoneyguide,T4,48,0,1,goodmoneyguide,stocks; forex; cfd; investing; broker-safety,,,,,24,"Mayfair, London, United Kingdom",https://www.linkedin.com/in/richardberryuk/,https://twitter.com/GoodMoneyGuide,,https://goodmoneyguide.com,https://goodmoneyguide.com/author/richard-berry/,,,FT; Sunday Times; Yahoo Finance; Business Insider,,,,,500+,2026-04-16,,,goodmoneyguide.com,,,,"Founder and Managing Director of Good Money Guide (established 2015, originally Good Broker Guide) with 20+ years of brokerage-sector expertise. Career in derivatives and stockbroking: Investors Intelligence (broker), MF Global / Man Financial (multi-asset derivatives broker), Walker Crips (private client stockbroker), and Phillip Securities — now King and Shaxson — (private client stockbroker). Early career: NYMEX oil trading floor internship (New York, 2001) and London IPE internship (2000). Featured/quoted in The Sunday Times, Business Insider, Yahoo Finance, Master Investor, Wealth Briefing, iNews, and The FT. Registered office: Mayfair, London (11 Old Bond Street). Operating entity RJBCO Ltd (company no. 07134687)."
